Company,Product,TypeName,Inches,ScreenResolution,ScreenType,TouchScreen,CPU_Company,CPU_Type,Frequency_GHz,Frequency_Category,RAM_GB,RAM_Category,Memory,Total_Memory,Memory_Category,GPU_Company,GPU_Type,OpSys,Weight_kg,Price_Rs,Price_Category
Asus,VivoBook Max,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Linux,2.0,50069,Average Budget
Lenovo,IdeaPad 320-15AST,Notebook,17.3,1600x900,Not Specified,No,AMD,A6-Series 9220,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon R4,Windows 10,2.8,46486,Average Budget
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,4,Low RAM,256GB SSD,256,Low Memory,AMD,Radeon 530,Windows 10,2.2,67087,Average Budget
Lenovo,ThinkPad X270,Ultrabook,12.5,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.36,127995,High Budget
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,Full HD,No,Intel,Pentium Quad Core N4200,1.1,Low Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 505,Windows 10,2.2,31259,Low Budget
HP,Omen 15-AX205na,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050,Windows 10,2.2,98437,High Budget
Dell,Latitude 5480,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 7440HQ,2.8,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 930MX,Windows 10,1.64,105603,High Budget
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Linux,2.4,39500,Low Budget
Dell,Precision 3520,Workstation,15.6,1920x1080,Full HD,No,Intel,Xeon E3-1505M V6,3.0,High Frequency,8,Average RAM,64GB Flash Storage +  1TB HDD,1088,High Memory,Nvidia,Quadro M620,Windows 10,2.23,178513,High Budget
MSI,GV62 7RD-1686NL,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce GTX 1050,Windows 10,2.2,91988,High Budget
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Touchscreen,Yes,Intel,Core i7 7660U,2.5,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,Iris Plus Graphics 640,Windows 10 S,1.25,231896,High Budget
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 620,Windows 10,1.91,52756,Average Budget
Dell,Precision 3520,Workstation,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6820HQ,2.7,Average Frequency,16,Average RAM,256GB SSD,256,Low Memory,Nvidia,Quadro M620,Windows 10,2.17,176900,High Budget
HP,ProBook 650,Workstation,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7820HQ,2.9,High Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,2.31,137400,High Budget
Lenovo,ThinkPad T470,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.65,120471,High Budget
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,AMD,Radeon 530,Windows 10,2.36,87689,High Budget
Dell,Inspiron 3168,2 in 1 Convertible,11.6,1366x768,Touchscreen,Yes,Intel,Pentium Quad Core N3710,1.6,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 405,Windows 10,1.47,42904,Average Budget
Dell,Alienware 17,Notebook,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.7,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1060,Windows 10,4.42,183260,High Budget
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Touchscreen,Yes,Intel,Core M m3-7Y30,2.2,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 615,Windows 10 S,1.252,88584,High Budget
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Touchscreen,Yes,Intel,Core i7 7660U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,Iris Plus Graphics 640,Windows 10 S,1.25,161136,High Budget
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,2.5,57235,Average Budget
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 940MX,Windows 10,2.23,48726,Average Budget
Acer,TravelMate B,Netbook,11.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3060,1.6,Low Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 400,Windows 10,1.4,38962,Low Budget
Asus,Pro P2540UA-AB51,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.37,67087,Average Budget
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,AMD,Radeon R7 M460,No OS,1.5,71566,High Budget
Lenovo,Thinkpad P51,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7820HQ,2.9,High Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,Quadro M2200M,Windows 10,2.67,187201,High Budget
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Pentium Quad Core N4200,1.1,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 500,Windows 10,2.0,27229,Low Budget
Acer,Aspire 5,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Nvidia,GeForce GTX 940MX,Windows 10,2.2,42008,Average Budget
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,2TB HDD,2048,High Memory,AMD,Radeon 530,Windows 10,2.02,67983,Average Budget
HP,Omen 17-an006nv,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,12,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1060,Windows 10,3.78,152179,High Budget
Lenovo,Thinkpad T460s,Ultrabook,14.0,2560x1440,IPS Panel Quad HD+,No,Intel,Core i7 6600U,2.6,Average Frequency,12,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.4,166421,High Budget
HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Yes,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,UHD Graphics 620,Windows 10,1.29,179050,High Budget
HP,ZBook 15u,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,500GB HDD,500,Low Memory,AMD,FirePro W4190M,Windows 10,1.9,103363,High Budget
Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,Touchscreen,Yes,Intel,Core i5 7Y57,1.2,Low Frequency,8,Average RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 615,Chrome OS,1.1,114201,High Budget
Dell,Latitude 7390,Ultrabook,13.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.42,164898,High Budget
Asus,ZenBook Pro,Notebook,15.6,3840x2160,IPS Panel 4K Ultra HD,No,Intel,Core i7 6700HQ,2.6,Average Frequency,12,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Intel,HD Graphics 530,Windows 10,2.06,116351,High Budget
Dell,Latitude E5470,Notebook,14.0,1366x768,Not Specified,No,Intel,Core i3 6100U,2.3,Average Frequency,8,Average RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 10,1.79,66281,Average Budget
Dell,Precision M5520,Workstation,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,Quadro M1200,Windows 10,1.78,215684,High Budget
Lenovo,Thinkpad T470,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,180GB SSD,180,Low Memory,Intel,HD Graphics 620,Windows 10,1.7,122173,High Budget
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon 520,Windows 10,2.2,60459,Average Budget
Toshiba,Portege X30-D-10J,Notebook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.05,149761,High Budget
Dell,Inspiron 7570,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,512GB SSD,512,Low Memory,Nvidia,GeForce 940MX,Windows 10,2.16,113037,High Budget
Dell,Vostro 3568,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.18,52488,Average Budget
HP,ProBook 430,Notebook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,UHD Graphics 620,Windows 10,1.49,65027,Average Budget
Chuwi,"Lapbook 15,6",Notebook,15.6,1920x1080,Full HD,No,Intel,Atom x5-Z8350,1.44,Low Frequency,4,Low RAM,64GB Flash Storage,64,Low Memory,Intel,HD Graphics,Windows 10,1.89,22213,Low Budget
Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 10,2.3,50607,Average Budget
Lenovo,ThinkPad E480,Notebook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.75,93958,High Budget
Dell,Precision 3520,Workstation,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 6820HQ,2.7,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,Quadro M620,Windows 10,2.17,209414,High Budget
Dell,XPS 15,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,GeForce GTX 1050,Windows 10,2.06,170093,High Budget
Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.36,161046,High Budget
Asus,Zenbook UX390UA,Ultrabook,12.5,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,0.91,174661,High Budget
Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 940MX,Windows 10,2.3,90555,High Budget
Toshiba,Portege X30-D-10L,Ultrabook,13.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,32,High RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.05,250706,High Budget
Asus,VivoBook Pro,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050,Windows 10,1.99,120919,High Budget
Acer,Aspire 5,Notebook,15.6,1366x768,Not Specified,No,AMD,A10-Series 9620P,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon RX 540,Windows 10,2.2,51861,Average Budget
Asus,Rog G752VL-UH71T,Gaming,17.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 6700HQ,2.6,Average Frequency,24,High RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 965M,Windows 10,4.33,113664,High Budget
Lenovo,Thinkpad X260,Ultrabook,12.5,1366x768,IPS Panel,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,180GB SSD,180,Low Memory,Intel,HD Graphics 520,Windows 10,1.3,98437,High Budget
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,2.17,80433,High Budget
HP,EliteBook 840,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i7 7600U,2.8,Average Frequency,8,Average RAM,1TB SSD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,1.48,156657,High Budget
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i3 7100U,2.4,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.4,85001,High Budget
Lenovo,ThinkPad L570,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.3,81598,High Budget
Asus,VivoBook E201NA,Netbook,11.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,64GB Flash Storage,64,Low Memory,Intel,HD Graphics 500,Windows 10 S,1.2,30453,Low Budget
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon 520,Windows 10,1.91,55354,Average Budget
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.4,143222,High Budget
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,Not Specified,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 500,Windows 10,2.1,26781,Low Budget
Lenovo,Chromebook N23,Netbook,11.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3060,1.6,Low Frequency,4,Low RAM,16GB SSD,16,Low Memory,Intel,HD Graphics 400,Chrome OS,1.25,23736,Low Budget
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.44,85001,High Budget
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Intel,HD Graphics 620,Windows 10,2.0,109633,High Budget
Acer,Aspire A515-51G-59QF,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce MX150,Windows 10,2.2,54906,Average Budget
HP,Envy 13-AB002nv,Ultrabook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.34,118501,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1060,No OS,2.4,102915,High Budget
Dell,XPS 13,Ultrabook,13.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 620,Windows 10,1.29,80523,High Budget
Acer,Aspire A515-51G,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Nvidia,GeForce 940MX,Windows 10,2.2,57235,Average Budget
Dell,Vostro 5568,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.18,74880,High Budget
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,16,Average RAM,256GB SSD +  2TB HDD,2304,High Memory,AMD,Radeon 530,Windows 10,2.2,109185,High Budget
Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,16,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce MX150,No OS,1.95,125308,High Budget
Asus,VivoBook E12,Netbook,11.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,2,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 500,Windows 10,1.1,21944,Low Budget
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,1366x768,Touchscreen,Yes,Intel,Core i5 8250U,1.6,Low Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,UHD Graphics 620,Windows 10,2.04,46665,Average Budget
Asus,ROG Zephyrus,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,24,High RAM,512GB SSD,512,Low Memory,Nvidia,GeForce GTX1080,Windows 10,2.24,265843,High Budget
HP,Probook 450,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 930MX,Windows 10,2.04,79627,High Budget
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX1050 Ti,Windows 10,3.0,134713,High Budget
Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1060,Windows 10,3.2,125308,High Budget
HP,Spectre X360,Ultrabook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.32,125308,High Budget
Dell,Latitude 5480,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 7300U,2.6,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.64,114560,High Budget
HP,ProBook 440,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 10,1.63,61713,Average Budget
Dell,Inspiron 5770,Notebook,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,AMD,Radeon 530,Linux,2.8,79627,High Budget
Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 7,2.02,120023,High Budget
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 920MX,Windows 10,2.2,71566,High Budget
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,8,Average RAM,2TB HDD,2048,High Memory,Nvidia,GeForce 920MX,No OS,2.2,41112,Average Budget
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,AMD,Radeon R5 M430,Windows 10,2.3,52398,Average Budget
Dell,Latitude 5580,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7440HQ,2.8,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.9,123337,High Budget
Dell,Alienware 17,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1070,Windows 10,4.42,269784,High Budget
Toshiba,Satellite Pro,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,2.0,77030,High Budget
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,3840x2160,IPS Panel 4K Ultra HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 960M,Windows 10,2.0,116351,High Budget
Mediacom,SmartBook Edge,Notebook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Celeron Quad Core N3450,1.1,Low Frequency,4,Low RAM,32GB SSD,32,Low Memory,Intel,HD Graphics 500,Windows 10,1.2,33051,Low Budget
Asus,ROG Strix,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1060,Windows 10,2.3,147700,High Budget
Dell,Latitude 5580,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7600U,2.8,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 930MX,Windows 10,1.93,122621,High Budget
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon 530,Windows 10,2.2,71387,High Budget
HP,250 G6,Notebook,15.6,1920x1080,Full HD,No,Intel,Pentium Quad Core N3710,1.6,Low Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 405,Windows 10,1.86,35648,Low Budget
HP,Omen 15-ce006nv,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,12,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1060,Windows 10,2.62,161136,High Budget
Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 940MX,Windows 10,1.87,76940,High Budget
Dell,XPS 13,Ultrabook,13.3,3200x1800,Quad HD+ / Touchscreen,Yes,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.2,125308,High Budget
Dell,Vostro 5468,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 10,1.6,65833,Average Budget
HP,Envy 13-AB020nr,Ultrabook,13.3,3200x1800,IPS Panel Quad HD+,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.34,102557,High Budget
Acer,Aspire 7,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1050,Linux,2.4,71476,High Budget
Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,Not Specified,No,AMD,E-Series 7110,1.8,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,AMD,Radeon R2 Graphics,Windows 10,2.0,31259,Low Budget
HP,ProBook 450,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 620,Windows 10,2.1,63146,Average Budget
Lenovo,ThinkPad E470,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,1.87,70312,High Budget
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 520,No OS,2.15,41381,Average Budget
HP,250 G6,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,1.86,35559,Low Budget
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.99,154866,High Budget
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 10,2.2,44695,Average Budget
